关键词,描述内容
国家自然科学基金,2022年国家自然科学基金共资助5.19万个项目
863计划,863计划
863计划,“国家高技术研究发展计划”（简称863计划）是科学家的战略眼光与政治家的高瞻远瞩相结合的产物
863计划,凝练了中国发展高科技的战略需求
863计划,1986年国务院组织了全国200多位科学家对计划建议进行了大半年的论证
863计划,在中国科学技术需要急起直追的年代
863计划,863计划的实施有力推动了中国高技术的进步   
863计划,2016年
863计划,随着国家重点研发计划的出台
863计划,863计划结束了自己的历史使命 
国家重点研发计划,国家重点研发计划
国家重点研发计划,国家重点研发计划是当前我国最高级别的研发项目   
国家重点研发计划,英文全称：“National Key Research and Development Program of China”
国家重点研发计划,国家重点研发计划由原来的国家重点基础研究发展计划（973计划）、国家高技术研究发展计划（863计划）、国家科技支撑计划、国际科技合作与交流专项、产业技术研究与开发基金和公益性行业科研专项等整合而成
国家重点研发计划,是针对事关国计民生的重大社会公益性研究
国家重点研发计划,以及事关产业核心竞争力、整体自主创新能力和国家安全的战略性、基础性、前瞻性重大科学问题、重大共性关键技术和产品
国家重点研发计划,为国民经济和社会发展主要领域提供持续性的支撑和引领
国家重点研发计划,国家重点研发计划
国家重点研发计划,针对事关国计民生的重大社会公益性研究
国家重点研发计划,以及事关产业核心竞争力、整体自主创新能力和国家安全的重大科学技术问题
国家重点研发计划,突破国民经济和社会发展主要领域的技术瓶颈
精确主从控制,精确主从控制
精确主从控制,主从控制
精确主从控制,即建立主手和从手之间的映射关系
精确主从控制,并根据此映射关系设计相应的控制方法实现主手对从手的完全控制
狭小空间精准操作,狭小空间精准操作
狭小空间精准操作,医疗机器人的狭小空间精准操作是指医疗机器人在人体内部或其他狭窄空间内进行精细、准确的操作能力
狭小空间精准操作,这项能力在许多医疗程序中至关重要
狭小空间精准操作,尤其是在微创手术和一些复杂的医疗操作中
风险分析与安全控制,风险分析与安全控制
风险分析与安全控制,医疗机器人的风险分析与安全控制是指对医疗机器人在设计、制造、运行和维护过程中可能出现的风险进行系统的分析
风险分析与安全控制,并采取措施来控制或减轻这些风险
风险分析与安全控制,以保证患者和医疗人员的安全
动物与临床试验,动物与临床试验
动物与临床试验,临床前动物实验研究是评价和验证医疗器械可行性、安全性和有效性的重要手段之一
动物与临床试验,特别是针对一些尚未大量投入临床应用的高风险医疗器械及创新医疗器械
动物与临床试验,在开展临床试验研究之前需要先开展动物实验研究
动物与临床试验,而临床试验（ClinicalTrial）
动物与临床试验,指任何在人体（病人或健康志愿者）进行药物的系统性研究
动物与临床试验,以证实或揭示试验药物的作用、不良反应及/或试验药物的吸收、分布、代谢和排泄
动物与临床试验,目的是确定试验药物的疗效与安全性
动物与临床试验, 临床试验一般分为I、II、III、IV期临床试验和EAP临床试验
系统集成,系统集成
系统集成,系统集成( system integration)通常是指将软件、硬件与通信技术组合起来为用户解决信息处理问题的业务
系统集成,集成的各个分离部分原本就是一个个独立的系统
系统集成,集成后的整体的各部分之间能彼此有机地和协调地工作
系统集成,以发挥整体效益
系统集成,达到整体优化的目的
手术机器人系统,手术机器人系统
手术机器人系统,手术机器人系统是一种高度先进的医疗设备
手术机器人系统,用于协助或部分替代外科医生进行各种手术
手术机器人系统,这些系统结合了精密的机械臂、高级软件控制、精确的图像引导以及时的反馈
手术机器人系统,使手术更加精准、微创和安全
国家发明专利,国家发明专利
国家发明专利,国家发明专利是专利的一种
国家发明专利,我国专利法规定可以获得专利保护的发明创造有发明专利、实用新型专利和外观设计专利三种
国家发明专利,其中发明专利是最主要的一种
国产腔镜手术医疗器械,国产腔镜手术医疗器械
国产腔镜手术医疗器械,据国家药监局官网及各大药企公告不完全梳理发现
国产腔镜手术医疗器械,包括胸腹腔内窥镜手术控制系统在内
国产腔镜手术医疗器械,目前已有6款国产腔镜机器人获批
国产腔镜手术医疗器械,分别为威高的妙手S腔镜手术机器人、微创医疗的Toumai腔镜手术机器人、康多的腔镜手术机器人、精锋医疗的多孔腔镜手术机器人以及思哲睿的腔镜手术机器人SR1000
产业化,产业化
产业化,产业化是指某种产业在市场经济条件下
产业化,以行业需求为导向
产业化,以实现效益为目标
产业化,依靠专业服务和质量管理
产业化,形成的系列化和品牌化的经营方式和组织形式
产业化, “产业化”的概念是从“产业”的概念发展而来的
产业化,“产业”这个概念是属居于微观经济的细胞与宏观经济的单位之间的一个“集合概念”
产业化,它是具有某种同一属性的企业或组织的集合
产业化,又是国民经济以某一标准划分的部分的总和
机电一体化数字化装备,机电一体化数字化装备
机电一体化数字化装备, 机器人与机电一体化 大量智能化、数字化的工业机器人
机电一体化数字化装备,逐渐的取代传统的人工流水线作业模式
机电一体化数字化装备,智能工业机器人的广泛使用
机电一体化数字化装备,不仅能够解放了大量的人力
机电一体化数字化装备,同时还显著的提高了工业生产水平和质量
机电一体化数字化装备,此外
机电一体化数字化装备,随着机电一体化技术在工业机器人优化、升级和换代中的应用
机电一体化数字化装备,能够推动机电一体化技术逐渐的向数字化、智能化以及机械化方向发展
工业机器人关键技术,工业机器人关键技术
工业机器人关键技术,工业机器人关键技术包括： 一、开放性模块化的控制系统体系结构：采用分布式CPU计算机结构
工业机器人关键技术,分为机器人控制 运动控制器
工业机器人关键技术,光电隔离控制板、传感器处理板和编程示教盒等
工业机器人关键技术, 二、模块化层次化的控制器软件系统：软件系统建立在基于开源的实时多任务操作系统上
工业机器人关键技术,采用分层和模块化结构设计
工业机器人关键技术,以实现软件系统的开放性
工业机器人关键技术,整个控制器软件系统分为三个层次：硬件驱动层、核心层和应用层
工业机器人关键技术, 三、机器人的故障诊断与安全维护技术：通过各种信息
工业机器人关键技术,对机器人故障进行诊断
工业机器人关键技术,并进行相应维护
工业机器人关键技术,是保证机器人安全性的关键技术
工业机器人关键技术, 四、网络化机器人控制器技术：当前机器人的应用工程由单台机器人工作站向机器人生产线发展
工业机器人关键技术,机器人控制器的联网技术变得越来越重要
工业机器人关键技术,控制器上具有串口、现场总线及以太网的联网功能
工业机器人关键技术,可用于机器人控制器之间和机器人控制器同上位机的通讯
工业机器人关键技术,便于对机器人生产线进行监控、诊断和管理
工业机器人关键技术,工业机器人控制技术的主要任务就是控制工业机器人在工作空间中的运动位置、姿态和轨迹、操作顺序及动作的时间等
工业机器人关键技术,具有编程简单、软件菜单操作、友好的人机交互界面、在线操作提示和使用方便等特点
工业机器人关键技术,和计算机、网络技术一样
工业机器人关键技术,工业机器人的广泛应用正在日益改变着人类的生产和生活方式
德国红点奖,德国红点奖
德国红点奖,红点奖 
德国红点奖,源自德国
德国红点奖,是与IF设计奖齐名的一个工业设计大奖
德国红点奖,是世界上知名设计竞赛中最大最有影响的竞赛
德国红点奖,红点奖与德国“IF奖”、美国“IDEA奖”一起并称为世界三大设计奖
中国设计红星奖,中国设计红星奖
中国设计红星奖,德国红点奖机构于2015年在中国设立“中国好设计”奖 （China Good Design）简称CGD
中国设计红星奖,发起针对中国的全新国际化设计奖项
惯性约束核聚变,惯性约束核聚变
惯性约束核聚变,"惯性约束聚变, 是利用粒子的惯性作用来约束粒子本身"
惯性约束核聚变,从而实现核聚变反应的一种方法
惯性约束核聚变,其基本思想是：利用驱动器提供的能量使靶丸中的核聚变燃料（氘、氚）形成等离子体
惯性约束核聚变,在这些等离子体粒子由于自身惯性作用还来不及向四周飞散的极短时间内
惯性约束核聚变,通过向心爆聚被压缩到高温、高密度状态
惯性约束核聚变,从而发生核聚变反应
惯性约束核聚变,由于这种核聚变是依靠等离子体粒子自身的惯性约束作用而实现的
惯性约束核聚变,因而称为惯性约束聚变
惯性约束核聚变,详细介绍了其理论依据以及技术原理、实现惯性约束聚变的关键技术以及在我国的发展状况
美国国家点火工程装置,美国国家点火工程装置
美国国家点火工程装置,国家点火装置 是美国科学家研制的、世界最大的激光约束聚变装置
美国国家点火工程装置,由美国加利福尼亚州劳伦斯·利弗莫尔国家实验室研制
美国国家点火工程装置,可把200万焦的能量通过192条激光束聚焦到一个很小的点上
美国国家点火工程装置,从而产生类似恒星和巨大行星的内核以及核爆炸时的温度和压力
美国国家点火工程装置,在此基础上
美国国家点火工程装置,可以实施此前在地球上无法实施的许多试验
美国国家点火工程装置,该计划1997年开工
美国国家点火工程装置,2009年正式落成
美国国家点火工程装置,其最终目标是点火实现自持聚变反应
机器人核心技术,机器人核心技术
机器人核心技术,机器人核心技术通常指的是支撑机器人设计、制造和运作的关键技术和知识领域
机器人核心技术,包括：机械工程：涉及机器人的物理结构设计
机器人核心技术,包括机械臂、关节、驱动器（如伺服电机）和其他机械组件的设计和制造
机器人核心技术,电子工程：关于机器人的电路设计、电子组件（如传感器和控制系统）的集成和电力管理
机器人核心技术,控制理论：涉及对机器人运动和操作的控制算法
机器人核心技术,包括稳定性、响应速度和精确度的控制
机器人核心技术,计算机科学：包括机器人的编程、软件开发、人工智能和机器学习算法
机器人核心技术,以及数据处理和分析
机器人核心技术,传感器技术：机器人通过传感器感知环境
机器人核心技术,包括视觉传感器（如摄像头）、力觉和触觉传感器、超声波传感器等
机器人核心技术,人工智能和机器学习：让机器人能够自主学习和适应环境
机器人核心技术,提高决策能力和任务执行的自主性
机器人核心技术,人机交互（HMI）：涉及机器人的用户界面设计、语音和图像识别技术
机器人核心技术,以及交互式控制系统
机器人核心技术,机器人操作系统：如ROS（Robot Operating System）
机器人核心技术,提供了机器人编程和控制的标准化框架
机器人核心技术,网络和通信技术：使机器人能够通过无线网络等方式与外界通信
机器人核心技术,进行数据传输和远程控制
机器人化装备,机器人化装备
机器人化装备,机器人化装备研究方向主要围绕国家发展规划
机器人化装备,针对重点行业的需求
机器人化装备,进行特需机器人等装备的设计与研发工作
机器人化装备,努力促进我国机器人装备水平提高和产业化
机器人化装备,在跨学科系统集成、复杂系统控制、高动态特性装备研发等方面
机器人化装备,取得了一系列成果
机器人化装备,积累了大量的理论研究成果和工程技术经验
英国IVC认证,英国IVC认证
英国IVC认证,UK-IVC（英国验证中心）
英国IVC认证,哈尔滨工业大学与中核武汉核电运行技术股份有限公司联合研制成功具有自主知识产权的核反应堆压力容器检查机器人系统
英国IVC认证,是国内首个通过 IVC 认证的核反应堆压力容器检查机器人系统
秦山一期核电站,秦山一期核电站
秦山一期核电站,秦山一期核电厂是我国自行设计、建造和运营管理的第一座30万千瓦压水堆核电厂
秦山一期核电站,地处浙江省海盐县
秦山一期核电站,由中国核工业集团公司100%控股
秦山一期核电站,秦山核电有限公司负责电站的运营管理
秦山二期核电站,秦山二期核电站
秦山二期核电站,秦山第二核电厂位于东海之滨
秦山二期核电站,钱塘江入海口北岸
秦山二期核电站,坐落在海盐县秦山镇杨柳山
秦山二期核电站,与秦山核电一期、三期毗邻
秦山二期核电站,东临杭州湾
秦山二期核电站,地处华东电网负荷中心
秦山二期核电站,二期工程依然由中国自主承担设计、建造和运营任务
秦山二期核电站,采用压水反应堆技术
秦山二期核电站,安装4台60万千瓦发电机组
秦山二期核电站,由中国核工业集团公司、浙江省电力开发公司、申能（集团）有限公司、江苏省国信资产管理集团有限公司、中电投核电有限公司、安徽省能源集团有限公司共同出资兴建
秦山二期核电站,中国核工业集团公司控股
秦山二期核电站,核电厂的设计寿命为40年
岭澳核电站,岭澳核电站
岭澳核电站,岭澳核电站是1994年2月大亚湾核电站第一台机组胜利投产时
岭澳核电站,国务院决定兴建的广东第二座大型商用核电站
岭澳核电站,岭澳核电站规划建设4台百万千瓦级压水堆发电机组
岭澳核电站,首期建设2台
岭澳核电站,采用大亚湾核电站技术翻版加改进方案
岭澳核电站,在建设中加大了自主化和国产化力度
岭澳核电站,实现了建安施工自主化
岭澳核电站,主承包商全部由中方单位承担
福清核电站,福清核电站
福清核电站,福清核电站
福清核电站,工程规模为6台百万千瓦级压水堆核电机组
福清核电站,福清百万千瓦核电机组是目前中国自主化、国产化程度最高的核电机组
福清核电站,安全性非常可靠
福清核电站,一期工程建设的两台百万千瓦级机组
福清核电站,计划分别于2013年、2014年建成发电
福清核电站,福清核电站
福清核电站,可望成为中国核电发展技术水平、管理模式提升的一个符号
福清核电站,也将是中国核电迈入发展快车道的一个缩影
通用技术标准,通用技术标准
通用技术标准,《通用技术标准》是1995年水利电力出版社出版的图书
通用技术标准,本汇编由中国电力企业联合会组织有关专家汇集、整理而成
通用技术标准,内容包括水利水电枢纽工程等级划分及设计标准
通用技术标准,水利水电工程可行性、初步设计报告编制规程
通用技术标准,小型水力发电站设计规范
通用技术标准,水利水电工程设计防火规范
通用技术标准,水利水电工程施工组织设计规范
通用技术标准,水利水电工程制图标准等
通用技术标准,本汇编通用性强
通用技术标准,适合水利水电行业所有专业使用
通用技术标准,本汇编可供水利水电行业的设计、施工、管理、科研、教学人员使用
通用技术标准,亦可供其他标准化部门参考
救援机器人,救援机器人
救援机器人,面向地震、矿难等复杂环境探测与生命搜救的重大需求
救援机器人,研发了可靠性高、通讯稳定、跨越障碍能力强的灾后救援机器人
救援机器人,地震辅助救援机器人在国家地震救援训练中心实现应用示范；煤矿井下搜救机器人在龙煤集团新安煤矿井下完成了工程示范作业
救援机器人,产品配套应用于多家煤矿企业
救援机器人,经济效益与社会效益显著
救援机器人,推动了我国民用特种机器人的发展
国防军用机器人,国防军用机器人
国防军用机器人,针对国防军用需求
国防军用机器人,研制了系列化侦察、防暴机器人
国防军用机器人,其中包括：HIT-BTMD-330型静音爬壁机器人
国防军用机器人,体积小、移动速度快、隐蔽性强；球型、双轮式地面侦察机器人
国防军用机器人,便于携带操控
国防军用机器人,可抛投
国防军用机器人,适用于狭小环境、管道内部监视；轮履结合式爆炸物分解机器人
国防军用机器人,携带爆炸物分解用水炮
国防军用机器人,可自动瞄准；以及模块化多功能地面无人平台系统
国防军用机器人,具有较强的机动能力与作业能力
国防军用机器人,可以防水、防放射性和生化污染
特种测试装备,特种测试装备
特种测试装备,空对接机构热真空试验工装用于在真空罐中地面模拟热真空环境下空间机构对接的全过程
特种测试装备,验证和考核对接机构的工作能力
特种测试装备,是迄今为止国内进入真空罐中进行机构运动测试最大的地面模拟设备
特种机器人研究背景与意义,特种机器人研究背景与意义
特种机器人研究背景与意义,工业是高科技战略产业
特种机器人研究背景与意义,是国家安全的重要基石
特种机器人研究背景与意义,掌握面向工业服役的机器人核心技术
特种机器人研究背景与意义,推进相关机器人与机器人化装备的实用化发展
特种机器人研究背景与意义,对于增强我国综合实力、保证国家安全、提高国际竞争力具有重要意义
特种机器人研究背景与意义,  技术挑战与难点：如何满足大尺度、重载、高速、高加速度等苛刻性能要求；．如何实现强辐射、高温、水下等极端环境下安全防护和可靠服役；．如何提升特种环境机器人与操作者之间的远程交互能力
特种机器人研究背景与意义,   激光聚变重大装置：研制国内首台高效频率转换与快速引导聚焦系统、靶调整机器人等精密机器人装备
特种机器人研究背景与意义,应用于我国自主建设的大型多路激光装置
特种机器人研究背景与意义,综合打靶精度优于美国国家点火工程装置
核环境检测与维护,核环境检测与维护
核环境检测与维护,自主研发了国内首台具有自主知识产权的核反应堆压力容器检查机器人
核环境检测与维护,通过了英国IVC认证并投入使用
核环境检测与维护,在秦山一期、二期、岭澳、福清等核电站完成了役前、在役检测任务
核环境检测与维护,研制了我国首台核聚变堆重载包层维护机器人与多功能灵巧机械臂
核环境检测与维护,制订了通用技术标准和规范
电石出炉机器人,电石出炉机器人
电石出炉机器人,国内首台耐高温、抗强冲击电石出炉机器人
电石出炉机器人,在新疆中泰、新疆天业、内蒙古君正等上市龙头企业得到成功应用
电石出炉机器人,截止到 2018年实现销售额4.6亿元
电石出炉机器人,开创我国电石冶炼机器人先河
协作型工业机器人,协作型工业机器人
协作型工业机器人,研发了新一代人机协作型工业机器人
协作型工业机器人,操作复杂度更高、技巧性更强
协作型工业机器人,机器人的核心部件具有独立自主知识产权
协作型工业机器人,全部实现国产化
协作型工业机器人,解决了批量化制造难题
协作型工业机器人,哈工大协作型工业机器人2018年获得了'世界三大设计奖之一'的德国红点奖与'中国设计界的奥斯卡'中国设计红星奖
焊接机器人,焊接机器人
焊接机器人,2018 哈工大负责的国家重点研发计划大型复杂结构智能激光焊接机器人项目 HT-30 激光焊接机器人
焊接机器人,2008 年哈工大研制的QH-165 点焊机器人
焊接机器人,成功应用于奇瑞汽车焊装线
焊接机器人,1999 年哈工大负责的国家 863 计划工业机器人产业化项目 HT-120 点焊机器人
焊接机器人,应用于长春一汽红旗车焊装线
焊接机器人,1998 年哈工大负责的国家 863 计划工业机器人产业化项目 HT-10 弧焊机器人
焊接机器人,应用于长春一汽轻型车焊装线
码垛机器人,码垛机器人
码垛机器人,2014年国家'863'项目
码垛机器人,RB200 型 200Kg 码垛机器人
码垛机器人,最大码垛能力：1100袋／小时；RB300型300Kg码垛机器人
码垛机器人,最大码垛能力 720袋／小时；截止2018年
码垛机器人,石化行业包装码垛机器人替代进口产品
码垛机器人,国内市场占有率70%
喷涂机器人,喷涂机器人
喷涂机器人,2016 年哈工大研制的卫浴喷涂机器人
喷涂机器人,用于卫浴喷釉.卫浴搪瓷喷釉机器人系统
喷涂机器人,较人工提升工作效率2倍
喷涂机器人,改善工作环境
“产学研用”机器人成果转化,“产学研用”机器人成果转化
“产学研用”机器人成果转化,工业机器人作为最典型的机电一体化数字化装备
“产学研用”机器人成果转化,已成为衡量一个国家制造业水平和科技水平的重要标志
“产学研用”机器人成果转化,实验室面向国民经济重大需求
“产学研用”机器人成果转化,集智攻关工业机器人关键技术
“产学研用”机器人成果转化,与业内龙头企业合作
“产学研用”机器人成果转化,建立'产学研用'四位一体的科技创新与成果转化体系
“产学研用”机器人成果转化,增强工业机器人自主研发能力
“产学研用”机器人成果转化,促进国民经济发展
“产学研用”机器人成果转化,2007 埃夫特 通用机器人2012 博实股份 搬运、码垛机器人   电石机器人2013 钱江机器人 通用机器人2014 芜湖研究院 ADV机器人2016 铭赛股份 点胶机器人2016 哈工大（福建）工研院．智能服务机器人点胶机器人2017 国家创新中心 新兴工业机器人2017 汇博机器人 卫浴打磨机器人2020 玄智科技 竞技机器人2022 哈尔滨思哲睿智能医疗设备股份有限公司·腔镜手术机器人
康复机器人,康复机器人
康复机器人,技术挑战：便携模块化设计  柔顺驱动关节  智能渐进式康复策略
康复机器人,创新成果：面向康复医疗与助老助残需求
康复机器人,研发了用于康复训练、截瘫助行、生活辅助的康复机器人
康复机器人,与多家医院、康复中心合作
康复机器人,联合开展康复机器人的临床实验与应用测试
智能假肢,智能假肢
智能假肢,创新成果：多感知系统、多模式肌电控制、生机交互及系统集成方面取得研究成果
智能假肢,研制成功了具有位置、力觉、触觉等多种感知功能的系列化灵巧假肢
智能假肢,建立基于脑电、肌电、电刺激感知反馈等多源生物信息的生机交互接口
智能假肢,结合物体检测、眼动追踪、深度解码等人工智能控制方法
智能假肢,实现灵巧假肢多运动模式的感官性操控
智能假肢,完成多例患者实验并进行临床应用
眼科显微手术机器人,眼科显微手术机器人
眼科显微手术机器人,技术挑战：在眼内执行厚度小于10μm黄斑前膜的撕膜手术
眼科显微手术机器人,直径小于100 μm的视网膜血管堵．穿过孔膜上直径小于2mm的微创孔
眼科显微手术机器人,深入到眼球内部进行手术操作
眼科显微手术机器人,塞注药手术等精细操作
眼科显微手术机器人,创新成果：研制了可实现眼内和眼底手术的眼科显微手术机器人；．研制了微米级操作精度、高灵活性的眼底注药器；．研制了集成于外径700 μm、内径400 μ m注药器外管的二维力传感器
眼科显微手术机器人,实现了眼底手术微小操作力的感知
血管介入微创手术机器人,血管介入微创手术机器人
血管介入微创手术机器人,技术挑战：研制集导管导向、导管推进、三维位置和姿态跟踪于一体的机器人手术导管系统
血管介入微创手术机器人,实现医生在3D导航图像的引导下
血管介入微创手术机器人,基于主从操作方式
血管介入微创手术机器人,操纵导管输入和导向装置
血管介入微创手术机器人,进行精确、快速、安全地导管插入操作
血管介入微创手术机器人,创新成果：创新性地提出基于电磁定位传感器、结合三维引导图像开展导管插管术
血管介入微创手术机器人,实现了大量缩减X光的使用时间和改善血管介入手术操作技术
血管介入微创手术机器人,使导管容易到达任何医生想到达的病变部位
血管介入微创手术机器人,系统由弯形可控导管、磁定位系统、主从介入装置和3D引导图像组成
血管介入微创手术机器人,研究成果为心脑血管介入导管手术和新型智能导管研制提供了一个全新的思路
多孔腔镜微创介入手术机器人,多孔腔镜微创介入手术机器人
多孔腔镜微创介入手术机器人,技术挑战：新型手术执行机构创成与综合方法、系列化手术微器械设计方法、力反馈主手系统设计技术、基于力反馈的'主﹣从'控制技术、医疗机器人标准、多自由度柔性传动、人机交互设备重力补偿机制、微型三维视觉成像与再现技术
多孔腔镜微创介入手术机器人,创新成果：提出了面向高安全性的结构参数优化方法、新型远心定位机构设计方法、微创手术器械运动硬件解耦方法
多孔腔镜微创介入手术机器人,建立了透明性人与机器人协同操作模型、实现了生物组织模型3D重建及物理特性再现
多孔腔镜微创介入手术机器人,解决了系统的电磁兼容性、生物兼容性问题
多孔腔镜微创介入手术机器人,发表SCI文章30余篇
多孔腔镜微创介入手术机器人,发明专利39项
多孔腔镜微创介入手术机器人,专利转让20项
多孔腔镜微创介入手术机器人,完成了动物与样本试验
多孔腔镜微创介入手术机器人,成功率100%
多孔腔镜微创介入手术机器人,研究成果正在进行产业化
脊柱微创手术机器人,脊柱微创手术机器人
脊柱微创手术机器人,技术挑战：脊柱是人体重要的神经走道
脊柱微创手术机器人,椎弓根周围神经密布
脊柱微创手术机器人,手术风险高、对系统精度要求高
脊柱微创手术机器人,术中呼吸等因素增加了手术操作难度和不确定性
脊柱微创手术机器人,创新成果：面向脊柱外科典型术式
脊柱微创手术机器人,研制脊柱微创手术机器人系统
脊柱微创手术机器人,突破导航规划技术、器械高精度跟踪技术、机器人自主／半自主控制技术、手术安全预警及呼吸跟踪补偿技术
脊柱微创手术机器人,完成机器人临床解决方案制定、并开展相关医学实验验证
医疗机器人,医疗机器人
医疗机器人,研究背景与意义：医疗机器人是医疗服务体系、公共卫生体系建设中重要的基础装备
医疗机器人,是引领医学诊疗技术向早期诊断、精确诊断、微创治疗和精准治疗发展的重要支撑
医疗机器人,也是催生新一轮健康经济发展的核心引擎
医疗机器人,具有高度的前瞻性、战略性、带动性和成长性
医疗机器人,习近平总书记明确指出：'要加快高端医疗设备国产化进程
医疗机器人,降低成本
医疗机器人,推动民族品牌企业不断发展'
医疗机器人,重点实验室立足医疗机器人国际学术研究前沿
医疗机器人,面向国民经济发展和人民健康需求
医疗机器人,开展诊疗一体化、微创、介入、精准治疗等医疗机器人关键技术与系统研究
医疗机器人,行业贡献：重点实验室承担了一批国家自然科学基金基础研究、863计划、国家重点研发计划等重点和重大医疗机器人研究项目
医疗机器人,突破了医疗机器人灵巧手术器械设计、力反馈感知、精确主从控制、狭小空间精准操作、风险分析与安全控制、动物与临床试验、系统集成等关键技术
医疗机器人,研制了骨科、普外科、心内科、神经外科手术机器人系统
医疗机器人,获省部级科技进步奖4项、出版专著3部、获国家发明专利200余项
医疗机器人,腹腔微创手术系统正在实施产业化
医疗机器人,践行了创新驱动发展国家战略
骨科手术辅助机器人,骨科手术辅助机器人
骨科手术辅助机器人,技术挑战：牵引复位机器人与导航机器人系统设计 远程手术控制．虚拟手术．全自动C型臂X光机．手术导航规划
骨科手术辅助机器人,创新成果：突破了牵引复位并联机器人、导航机器人、全自动C型臂X光机、远程控制系统、导航规划软件和虚拟手术等技术
骨科手术辅助机器人,组成了全数字化骨科手术机器人系统
骨科手术辅助机器人,对提高手术精度、减少医生受线等意义重大
骨科手术辅助机器人,完成多例临床尸体标本手术实验
高铁底部巡检机器人,高铁底部巡检机器人
高铁底部巡检机器人,技术挑战：强电、强磁和强屏蔽环境．低矮狭小空间
高铁底部巡检机器人,创新成果：面向高铁区间安全运行临检需求
高铁底部巡检机器人,突破强电、强磁和高屏蔽环境机器人车道跟踪、导航、通信及遥控等技术
高铁底部巡检机器人,开发列车底部巡查机器人系统
高铁底部巡检机器人,替代人工检查完成车底安全检查
高铁底部巡检机器人,实现安全和灵活的便携式车底临检
高铁底部巡检机器人,已在动车所试用
电网服务机器人,电网服务机器人
电网服务机器人,技术挑战：高压带电线路．高空强磁环境．载荷轻量化
电网服务机器人,创新成果：面向人工高压线带电巡查与检修劳动强度大和高危险问题
电网服务机器人,开发具有带电检修操作能力的高压维护机器人
电网服务机器人,攻克机器人对输电线断股、腐蚀等视觉定位、自主规划与智能控制、通信与遥操作等核心技术
电网服务机器人,形成机器人维护装备
电网服务机器人,减轻人工作业的负担与提升作业安全性和效率
电网服务机器人,可用于国网、南网和发电等国有企业
电网服务机器人,样机产品已在国网应用
档案机器人,档案机器人
档案机器人,技术挑战：档案、地面与柜体不标准．操作空间狭小．任务随机
档案机器人,创新成果：将移动机器人系统应用于档案管理环节属于国内外首创技术
档案机器人,在机器人系统设计集成、多机器人自主定位与导航、动态群系统的调度及路径规划技术、视觉伺服技术、复杂系统软件技术和安全及可靠性技术方面得到突破
档案机器人,实现了无人值守
档案机器人,自动传送、取还和自充电等任务
档案机器人,该方案为我国服务机器人在档案管理行业的产业化发展提供坚实基础
档案机器人,为国家某部门提供三类20台机器人应用示范
助老助残机器人,助老助残机器人
助老助残机器人,技术挑战：动态复杂环境感知．随机任务规划．自定位与目标操控
助老助残机器人,创新成果：面向助老助残需求
助老助残机器人,研究开发了作业型助老陪护机器人
助老助残机器人,可以实现室内环境下的行走
助老助残机器人,与老人、孩子交互
助老助残机器人,并通过双臂协调完成简单日常抓持物体操作
助老助残机器人,该平台解决了动态环境感知、路径规划与航、手眼协调与手臂操控技术
助老助残机器人,具有视觉和语音交互、力觉和触觉交互等多方式交互形式
助老助残机器人,承担重点研发项目、国家'863'、自然科学基金等课题十余项
助老助残机器人,为我国高校相关研究与合作提供了多个研发平台
智能服务机器人,智能服务机器人
智能服务机器人,技术挑战：多场景适应．智能导航与任务规划．多方式人机交互
智能服务机器人,创新成果：围绕智能服务导游导购和安全巡逻等需求
智能服务机器人,2002年开始研究机器人系统集成、环境感知与定位、路径规划和人机交互等核心技术
智能服务机器人,完成新加坡、英国等国内外公共环境导游、巡检和展示机器人二十余种新产品开发
智能服务机器人,应用到银行、展览馆、水族馆和物流仓储等公共场所
智能服务机器人,在机器人可靠性、实用化操作和智能化等方面国内领先
银行专业服务机器人,银行专业服务机器人
银行专业服务机器人,技术挑战：精准SLAM技术与移动平台、语音识别与交互、3D人脸注册、银行机器人运维管理平台、专业数据库
银行专业服务机器人,创新成果：研发的银行机器人具有自定义脸部表情、屏幕调节升降、人脸辨识、自由语音交谈、智能家电管理（语音控制灯光、交易机开关等）、银行业务查询及引导（直接对答、上下文问答、推荐问答）、激光自动导航及避障、非接触式卡读取（身份证、银行卡）、智能大屏同步或点播、自动充电等功能
银行专业服务机器人,为智慧银行的发展提供智能装备
银行专业服务机器人,已经在超过100家银行网点应用
工业机器人研究背景与意义,工业机器人研究背景与意义
工业机器人研究背景与意义,智能服务机器人是在非结构环境下为人类提供必要服务的多种高技术集成的智能化装备
工业机器人研究背景与意义,是我国先进制造的前沿技术
工业机器人研究背景与意义,随着人口老龄化趋势及需求快速增长
工业机器人研究背景与意义,服务机器人正迈入智能化新时代
工业机器人研究背景与意义,重点实验室立足国家科技发展控制等共性技术
工业机器人研究背景与意义,成为国内服务机器人研究与产业支撑的核心力量之一
工业机器人行业贡献,工业机器人行业贡献
工业机器人行业贡献,重点实验室承担一批服务机器人863、重点研发等项目
工业机器人行业贡献,突破了可穿戴人机协同控制、复杂环境感知、多场景定位导航、强磁强电环境机器人控制等关键技术
工业机器人行业贡献,研制了辅助增强、助老、档案、电网等服务机器人
工业机器人行业贡献,有效支撑了智慧生活、智慧银行、智慧电网和轨道交通等领域发展
工业机器人行业贡献,强力支撑多行业产业发展
穿戴式辅助增强机器人,穿戴式辅助增强机器人
穿戴式辅助增强机器人,技术挑战：．可穿戴机器人仿生设计．人体运动意图感知．人机高效协同控制
